Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,CELL_DIVISION_TIME,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID43925,43925,158,117.076,73.175,77.620,14.630,17,17,3,1,None,-10921639,32930.894,32929,32896,32993,13073565,20.490,11.400,2.009E-4,0.646
ID43704,43704,158,129.098,74.635,84.400,12.784,17,17,3,1,None,-10921639,32927.118,32925,32882,32997,13072066,24.827,11.400,1.665E-4,0.441
ID50185,50185,158,119.672,71.148,76.716,15.058,18,18,3,1,None,-10921639,32934.572,32932,32901,32991,13075025,16.702,11.400,2.130E-4,0.840
ID50012,50012,158,127.740,72.340,84.880,13.137,18,18,3,1,None,-10921639,32939.793,32938,32904,32995,13077098,16.863,11.400,2.516E-4,0.983
ID53042,53042,158,119.224,71.848,76.603,14.759,19,19,3,1,None,-10921639,32927.015,32919,32893,33007,13072025,25.057,11.400,1.892E-4,0.497
ID53049,53049,158,129.434,74.056,85.059,13.096,19,19,3,1,None,-10921639,32936.695,32934,32899,33009,13075868,21.146,11.400,2.074E-4,0.646
ID58846,58846,158,126.875,75.003,85.447,12.237,20,20,3,1,None,-10921639,32923.942,32923,32887,32998,13070805,21.369,11.400,1.712E-4,0.527
ID59049,59049,158,120.222,72.397,76.992,13.891,20,20,3,1,None,-10921639,32924.804,32922,32894,32988,13071147,19.707,11.400,2.003E-4,0.669
ID55983,55983,158,116.819,73.462,78.579,12.945,21,21,3,1,None,-10921639,32933.620,32931,32904,32980,13074647,16.563,11.400,2.144E-4,0.853
ID55805,55805,158,130.643,76.051,86.827,11.396,21,21,3,1,None,-10921639,32932.018,32930,32898,32982,13074011,16.192,11.400,2.084E-4,0.848
ID64676,64676,158,115.155,74.027,80.093,12.213,22,22,3,1,None,-10921639,32921.519,32922,32894,32969,13069843,16.220,11.400,1.797E-4,0.729
ID64687,64687,158,124.446,76.682,88.010,11.271,22,22,3,1,None,-10921639,32925.542,32924,32903,32965,13071440,12.062,11.400,1.816E-4,0.991
ID61601,61601,158,117.517,76.621,88.848,10.699,23,23,3,1,None,-10921639,32917.617,32918,32883,32949,13068294,15.037,11.400,1.669E-4,0.730
ID61803,61803,158,113.581,74.511,81.744,11.419,23,23,3,1,None,-10921639,32918.841,32918,32897,32949,13068780,11.138,11.400,1.536E-4,0.908
ID70326,70326,158,117.188,75.088,82.795,11.793,24,24,3,1,None,-10921639,32921.332,32921,32897,32952,13069769,12.276,11.400,1.684E-4,0.903
ID70335,70335,158,125.634,77.220,89.541,11.354,24,24,3,1,None,-10921639,32925.806,32926,32893,32961,13071545,11.684,11.400,1.761E-4,0.993
ID67522,67522,158,123.164,74.225,83.511,11.900,25,25,3,1,None,-10921639,32925.826,32925,32900,32960,13071553,12.755,11.400,1.736E-4,0.896
ID67532,67532,158,129.695,76.212,89.911,11.561,25,25,3,1,None,-10921639,32930.360,32930,32901,32969,13073353,12.314,11.400,1.884E-4,1.007
ID75974,75974,158,122.870,74.020,84.375,11.758,26,26,3,1,None,-10921639,32927.894,32928,32901,32960,13072374,12.080,11.400,1.779E-4,0.970
ID75983,75983,158,131.738,76.001,90.334,11.392,26,26,3,1,None,-10921639,32931.605,32931,32904,32970,13073847,12.710,11.400,1.902E-4,0.986
ID73216,73216,158,130.996,76.363,90.973,11.588,27,27,3,1,None,-10921639,32926.358,32926,32898,32961,13071764,12.176,11.400,1.719E-4,0.930
ID73205,73205,158,121.708,74.089,85.048,12.103,27,27,3,1,None,-10921639,32923.809,32925,32894,32954,13070752,12.833,11.400,1.765E-4,0.906
ID81252,81252,158,131.685,72.686,85.550,11.658,28,28,3,1,None,-10921639,32934.174,32934,32900,32971,13074867,14.309,11.400,2.139E-4,0.984
ID81261,81261,158,139.230,75.412,91.426,11.360,28,28,3,1,None,-10921639,32937.846,32937,32909,32982,13076325,13.550,11.400,2.058E-4,1.000
ID78582,78582,158,128.376,72.338,85.621,11.438,29,29,3,1,None,-10921639,32935.055,32934,32908,32969,13075217,12.751,11.400,1.982E-4,1.024
ID78591,78591,158,136.233,75.671,91.448,10.928,29,29,3,1,None,-10921639,32941.469,32941,32914,32980,13077763,13.279,11.400,2.257E-4,1.120
ID83633,83633,158,125.294,72.787,85.345,10.856,30,30,3,1,None,-10921639,32932.229,32934,32894,32970,13074095,17.408,11.400,1.940E-4,0.734
ID83641,83641,158,142.388,75.775,90.889,10.181,30,30,3,1,None,-10921639,32937.030,32938,32894,32975,13076001,16.275,11.400,2.071E-4,0.838
ID20679,20679,159,134.094,117.802,192.715,31.390,0,0,3,1,None,-10921639,32930.217,32932,32902,32956,13073296,12.302,5.053,3.402E-4,1.820
ID7294,7294,159,129.410,117.029,192.854,31.578,1,1,3,1,None,-10921639,32928.612,32929,32896,32953,13072659,12.060,4.986,3.244E-4,1.771
ID14664,14664,159,128.589,116.228,192.919,31.260,2,2,3,1,None,-10921639,32928.088,32929,32901,32954,13072451,10.948,5.012,3.201E-4,1.925
ID18070,18070,159,132.054,118.149,193.212,31.693,3,3,3,1,None,-10921639,32930.050,32931,32898,32955,13073230,12.926,5.025,3.388E-4,1.726
ID16311,16311,159,125.209,118.273,193.806,31.809,4,4,3,1,None,-10921639,32929.264,32932,32893,32951,13072918,13.245,5.023,3.289E-4,1.635
ID2388,2388,159,128.098,118.281,193.860,31.074,5,5,3,1,None,-10921639,32931.113,32932,32903,32955,13073652,10.994,5.034,3.235E-4,1.937
ID11735,11735,159,131.238,118.416,193.949,31.385,6,6,3,1,None,-10921639,32932.574,32933,32902,32963,13074232,11.520,5.013,3.279E-4,1.874
ID7262,7262,159,129.480,116.742,193.100,31.246,7,7,3,1,None,-10921639,32932.960,32935,32904,32958,13074385,11.843,5.016,3.133E-4,1.742
ID42337,42337,159,133.923,117.524,192.435,31.316,8,8,3,1,None,-10921639,32933.098,32934,32909,32962,13074440,11.820,4.985,3.098E-4,1.726
ID23387,23387,159,139.915,116.153,191.689,31.718,9,9,3,1,None,-10921639,32933.426,32933,32898,32967,13074570,15.712,4.981,3.318E-4,1.390
ID39800,39800,159,157.300,116.074,191.913,31.765,10,10,3,1,None,-10921639,32939.579,32935,32898,32995,13077013,22.767,4.922,4.234E-4,1.225
ID26032,26032,159,176.334,115.505,192.932,31.728,11,11,3,1,None,-10921639,32941.887,32935,32900,33020,13077929,26.803,4.891,4.730E-4,1.162
ID34257,34257,159,161.907,116.230,193.268,32.075,12,12,3,1,None,-10921639,32936.370,32932,32890,33012,13075739,28.789,4.876,4.333E-4,0.991
ID37093,37093,159,182.581,115.824,193.529,31.820,13,13,3,1,None,-10921639,32939.584,32931,32899,33030,13077015,29.296,4.869,4.495E-4,1.010
ID28836,28836,159,169.464,116.218,192.821,31.695,14,14,3,1,None,-10921639,32937.713,32931,32897,33012,13076272,26.966,4.888,4.331E-4,1.057
ID33843,33843,159,165.162,118.225,194.021,32.266,15,15,3,1,None,-10921639,32939.957,32933,32893,33031,13077163,30.061,4.881,4.569E-4,1.001
ID48400,48400,159,123.145,119.178,192.610,33.188,16,16,3,1,7,-10921639,32928.791,32925,32897,32991,13072730,20.425,11.400,0.002,7.286
ID48353,48353,159,144.174,116.513,197.141,31.886,16,16,3,1,None,-10921639,32921.610,32917,32893,32985,13069879,19.052,4.792,1.393E-4,0.481
ID45205,45205,159,166.935,113.712,194.637,29.663,17,17,3,1,None,-10921639,32921.854,32916,32893,33014,13069976,21.864,4.767,1.760E-4,0.530
ID45385,45385,159,127.550,119.703,191.776,33.921,17,17,3,1,7,-10921639,32929.491,32927,32894,32997,13073008,22.386,11.400,0.002,6.706
ID51240,51240,159,171.931,114.340,194.788,29.819,18,18,3,1,None,-10921639,32921.504,32915,32890,33016,13069837,22.573,11.400,1.935E-4,0.564
ID51413,51413,159,119.545,121.759,186.329,33.824,18,18,3,1,7,-10921639,32933.353,32930,32893,32993,13074541,22.441,11.400,0.002,6.835
ID54435,54435,159,166.015,116.176,198.145,31.733,19,19,3,1,None,-10921639,32925.819,32920,32891,33021,13071550,22.801,4.809,2.265E-4,0.654
ID54488,54488,159,133.099,120.490,190.623,33.512,19,19,3,1,7,-10921639,32932.418,32929,32894,32992,13074170,23.747,11.400,0.002,6.533
ID60258,60258,159,152.009,116.544,195.238,30.327,20,20,3,1,None,-10921639,32923.584,32920,32888,32989,13070663,21.970,11.400,2.310E-4,0.692
ID60402,60402,159,136.397,121.119,188.310,32.121,20,20,3,1,7,-10921639,32923.599,32921,32889,32976,13070669,19.673,4.839,1.910E-4,0.639
ID57355,57355,159,131.626,119.703,195.732,32.216,21,21,3,1,None,-10921639,32924.169,32920,32891,32977,13070895,19.326,4.828,1.598E-4,0.544
ID57210,57210,159,152.035,116.293,191.390,29.452,21,21,3,1,7,-10921639,32926.972,32924,32897,32987,13072008,18.377,11.400,2.264E-4,0.811
ID65920,65920,159,134.954,116.305,188.505,28.583,22,22,3,1,7,-10921639,32924.791,32923,32888,32976,13071142,18.647,11.400,2.204E-4,0.778
ID66234,66234,159,136.464,120.067,192.892,31.770,22,22,3,1,None,-10921639,32925.552,32924,32894,32967,13071444,16.050,4.905,2.007E-4,0.823
ID63044,63044,159,130.946,116.182,186.892,28.430,23,23,3,1,7,-10921639,32925.746,32925,32894,32963,13071521,15.131,11.400,2.420E-4,1.053
ID63337,63337,159,130.313,119.765,191.476,31.554,23,23,3,1,None,-10921639,32923.519,32922,32899,32962,13070637,12.959,4.884,1.738E-4,0.883
ID71703,71703,159,143.121,117.004,187.652,29.851,24,24,3,1,None,-10921639,32928.529,32928,32899,32967,13072626,14.625,11.400,2.217E-4,0.998
ID71840,71840,159,136.483,119.796,192.021,31.758,24,24,3,1,None,-10921639,32925.768,32924,32895,32966,13071530,15.010,4.876,1.709E-4,0.750
ID71547,71547,159,127.610,115.269,183.929,28.137,24,24,3,1,None,-10921639,32923.290,32923,32897,32958,13070546,13.638,11.400,1.785E-4,0.862
ID68899,68899,159,142.989,117.311,189.176,29.607,25,25,3,1,None,-10921639,32928.146,32928,32896,32966,13072474,14.446,11.400,2.191E-4,0.999
ID69035,69035,159,132.036,120.272,193.740,31.835,25,25,3,1,None,-10921639,32925.086,32923,32893,32960,13071259,14.625,4.885,1.774E-4,0.799
ID68732,68732,159,129.335,115.704,185.669,28.296,25,25,3,1,None,-10921639,32923.584,32924,32893,32959,13070663,14.199,11.400,1.866E-4,0.865
ID77636,77636,159,153.630,125.320,195.000,35.676,26,26,3,1,None,-10921639,32709.796,32906,30749,32952,12985789,628.032,11.400,0.008,0.829
ID77151,77151,159,120.213,114.400,187.200,27.748,26,26,3,1,None,-10921639,32921.821,32920,32896,32949,13069963,12.549,11.400,1.616E-4,0.848
ID77309,77309,159,133.675,117.008,191.327,30.252,26,26,3,1,None,-10921639,32925.295,32925,32892,32960,13071342,14.525,11.400,2.032E-4,0.921
ID74548,74548,159,125.331,116.139,187.974,28.869,27,27,3,1,None,-10921639,32921.914,32920,32899,32951,13070000,11.997,11.400,1.664E-4,0.913
ID74552,74552,159,126.976,118.304,192.664,30.476,27,27,3,1,None,-10921639,32922.073,32923,32885,32953,13070063,15.961,11.400,1.885E-4,0.777
ID74870,74870,159,148.360,125.840,197.080,35.676,27,27,3,1,None,-10921639,32710.902,32906,30748,32948,12986228,627.945,11.400,0.008,0.830
ID82567,82567,159,135.993,116.949,193.949,30.070,28,28,3,1,None,-10921639,32927.270,32927,32893,32963,13072126,14.942,11.400,2.251E-4,0.992
ID82441,82441,159,131.747,114.402,189.444,28.138,28,28,3,1,None,-10921639,32922.511,32922,32893,32957,13070237,13.630,11.099,1.744E-4,0.843
ID82901,82901,159,153.557,124.280,198.120,35.676,28,28,3,1,None,-10921639,32715.924,32913,30751,32954,12988222,628.597,11.400,0.008,0.833
ID80168,80168,159,164.740,124.280,199.160,35.676,29,29,3,1,None,-10921639,32725.212,32925,30753,32973,12991909,630.228,11.400,0.008,0.838
ID79697,79697,159,143.868,114.353,189.740,27.620,29,29,3,1,None,-10921639,32927.617,32927,32896,32970,13072264,14.576,11.400,2.134E-4,0.964
ID79854,79854,159,147.726,117.232,194.399,29.979,29,29,3,1,None,-10921639,32931.534,32932,32897,32971,13073819,15.818,11.400,2.423E-4,1.009
ID85130,85130,159,142.595,117.698,194.903,29.694,30,30,3,1,None,-10921639,32930.179,32930,32904,32970,13073281,13.962,11.400,2.361E-4,1.113
ID85449,85449,159,157.422,125.320,200.200,35.676,30,30,3,1,None,-10921639,32720.368,32919,30751,32964,12989986,629.251,11.400,0.008,0.837
ID84973,84973,159,134.910,115.239,190.280,27.771,30,30,3,1,None,-10921639,32925.771,32927,32898,32961,13071531,13.456,11.400,1.982E-4,0.970
ID20099,20099,160,149.350,41.072,192.863,22.340,0,0,3,1,None,-10921639,32940.589,32941,32902,32985,13077414,18.466,4.971,4.666E-4,1.664
ID6121,6121,160,143.813,40.163,193.058,22.336,1,1,3,1,None,-10921639,32938.940,32940,32900,32978,13076759,17.896,4.998,4.675E-4,1.720
ID14090,14090,160,153.033,39.513,192.905,22.683,2,2,3,1,None,-10921639,32947.111,32949,32901,32994,13080003,22.406,5.009,5.298E-4,1.557
ID17598,17598,160,150.351,40.487,193.080,23.211,3,3,3,1,None,-10921639,32946.917,32946,32912,32981,13079926,15.981,4.987,4.778E-4,1.969
ID15037,15037,160,167.076,40.865,193.877,23.600,4,4,3,1,None,-10921639,32951.955,32951,32914,32995,13081926,17.955,5.005,5.391E-4,1.978
ID1912,1912,160,151.802,41.958,194.184,23.464,5,5,3,1,None,-10921639,32943.705,32944,32914,32976,13078651,14.266,5.036,4.554E-4,2.102
ID10885,10885,160,142.816,41.886,193.995,22.840,6,6,3,1,None,-10921639,32944.904,32944,32916,32976,13079127,14.593,5.035,4.320E-4,1.950
ID10714,10714,160,142.015,41.466,194.130,22.778,6,6,3,1,None,-10921639,32940.441,32944,32897,32976,13077355,20.097,5.008,4.632E-4,1.518
ID6085,6085,160,156.626,40.557,193.335,22.723,7,7,3,1,None,-10921639,32948.821,32951,32900,32994,13080682,23.162,4.993,5.214E-4,1.483
ID41729,41729,160,147.877,41.643,191.628,22.612,8,8,3,1,None,-10921639,32950.668,32953,32905,32993,13081415,20.675,4.999,5.053E-4,1.610
ID22885,22885,160,145.794,41.918,190.546,23.241,9,9,3,1,None,-10921639,32947.312,32945,32907,32988,13080083,16.814,4.948,4.404E-4,1.725
ID39287,39287,160,170.097,40.712,190.772,23.722,10,10,3,1,None,-10921639,32952.484,32950,32907,33021,13082136,22.469,4.919,5.331E-4,1.563
ID25518,25518,160,191.715,39.765,191.967,23.286,11,11,3,1,None,-10921639,32964.103,32961,32912,33042,13086749,28.396,4.926,6.604E-4,1.532
ID33299,33299,160,187.753,40.245,192.856,23.461,12,12,3,1,None,-10921639,32954.078,32949,32909,33027,13082769,25.421,4.933,5.996E-4,1.554
ID36577,36577,160,215.603,40.099,193.099,24.147,13,13,3,1,None,-10921639,32960.945,32955,32898,33058,13085495,36.133,4.915,6.967E-4,1.270
ID28335,28335,160,187.600,39.816,192.943,23.821,14,14,3,1,None,-10921639,32951.824,32946,32904,33031,13081874,27.689,4.919,5.972E-4,1.421
ID32857,32857,160,198.641,42.061,192.900,24.115,15,15,3,1,None,-10921639,32955.411,32948,32900,33045,13083298,31.681,4.910,6.250E-4,1.299
ID47782,47782,160,187.508,41.792,193.181,24.249,16,16,3,1,None,-10921639,32957.957,32955,32904,33029,13084309,28.142,4.923,5.042E-4,1.180
ID44569,44569,160,155.342,44.649,190.578,22.732,17,17,3,1,None,-10921639,32938.489,32937,32895,33010,13076580,25.305,11.041,2.378E-4,0.619
ID50629,50629,160,148.632,43.805,189.109,22.419,18,18,3,1,None,-10921639,32935.539,32934,32894,33002,13075409,22.182,11.044,2.207E-4,0.655
ID53677,53677,160,148.410,44.507,188.083,22.389,19,19,3,1,None,-10921639,32933.919,32930,32897,33015,13074766,24.346,4.813,2.527E-4,0.683
ID59657,59657,160,136.744,44.947,186.133,21.737,20,20,3,1,None,-10921639,32929.209,32924,32901,32994,13072896,17.249,11.400,2.008E-4,0.766
ID56428,56428,160,136.257,45.005,183.576,20.317,21,21,3,1,None,-10921639,32933.111,32931,32899,32988,13074445,18.503,11.400,1.832E-4,0.652
ID65326,65326,160,133.552,46.011,181.232,20.081,22,22,3,1,None,-10921639,32932.055,32931,32902,32975,13074026,14.382,11.400,1.539E-4,0.705
ID62433,62433,160,126.578,46.136,179.844,19.689,23,23,3,1,None,-10921639,32930.229,32931,32902,32960,13073301,10.885,11.400,1.473E-4,0.891
ID70848,70848,160,123.975,50.934,179.860,18.367,24,24,3,1,None,-10921639,32926.219,32927,32894,32954,13071709,13.213,11.077,1.134E-4,0.565
ID68137,68137,160,135.496,48.957,186.246,18.967,25,25,3,1,None,-10921639,32934.144,32933,32913,32969,13074855,12.394,11.400,1.276E-4,0.678
ID76439,76439,160,138.090,49.311,182.420,18.286,26,26,3,1,None,-10921639,32930.202,32931,32897,32968,13073290,15.237,11.400,1.275E-4,0.551
ID73812,73812,160,119.567,50.362,178.260,18.570,27,27,3,1,None,-10921639,32925.924,32928,32892,32960,13071592,14.395,11.082,1.275E-4,0.583
ID81851,81851,160,127.680,48.279,178.154,18.995,28,28,3,1,None,-10921639,32938.796,32939,32911,32970,13076702,11.001,11.400,1.445E-4,0.865
ID79050,79050,160,131.578,47.655,179.573,18.362,29,29,3,1,None,-10921639,32935.045,32936,32900,32965,13075213,14.090,11.400,1.348E-4,0.630
ID84272,84272,160,135.242,47.944,180.175,17.525,30,30,3,1,None,-10921639,32936.516,32938,32903,32963,13075797,12.009,11.400,1.479E-4,0.811
ID19546,19546,161,143.614,105.792,91.269,14.120,0,0,3,1,None,-10921639,32937.766,32941,32896,32968,13076293,16.286,5.028,4.391E-4,1.775
ID5048,5048,161,132.190,104.861,91.396,14.563,1,1,3,1,None,-10921639,32933.164,32936,32893,32963,13074466,16.279,5.951,4.116E-4,1.664
ID13558,13558,161,143.698,103.902,91.726,14.564,2,2,3,1,None,-10921639,32941.259,32945,32896,32972,13077680,18.242,5.979,4.685E-4,1.691
ID16980,16980,161,136.247,105.221,91.635,14.665,3,3,3,1,None,-10921639,32936.065,32940,32889,32965,13075618,19.317,5.996,4.281E-4,1.459
ID11241,11241,161,144.331,106.113,91.721,14.535,4,4,3,1,None,-10921639,32934.937,32940,32885,32979,13075170,22.024,4.967,4.185E-4,1.251
ID1286,1286,161,143.742,106.557,92.148,14.612,5,5,3,1,None,-10921639,32935.358,32939,32889,32966,13075337,19.479,5.003,4.442E-4,1.501
ID9693,9693,161,138.610,106.104,92.268,14.192,6,6,3,1,None,-10921639,32935.446,32938,32894,32962,13075372,16.055,6.100,4.240E-4,1.739
ID5114,5114,161,145.970,104.970,92.117,14.052,7,7,3,1,None,-10921639,32942.763,32945,32899,32970,13078277,15.987,6.049,4.751E-4,1.957
ID41234,41234,161,151.383,105.814,91.411,14.053,8,8,3,1,None,-10921639,32944.640,32947,32893,32979,13079022,18.491,5.026,4.661E-4,1.660
ID22371,22371,161,130.878,104.602,90.972,15.431,9,9,3,1,None,-10921639,32936.748,32935,32902,32972,13075889,13.488,4.958,3.831E-4,1.870
ID38781,38781,161,149.736,103.051,91.183,15.509,10,10,3,1,None,-10921639,32944.141,32942,32904,33011,13078824,22.510,4.898,4.702E-4,1.376
ID24915,24915,161,176.791,102.726,91.716,14.439,11,11,3,1,None,-10921639,32948.826,32947,32889,33032,13080684,32.423,4.915,5.993E-4,1.217
ID32260,32260,161,163.792,103.220,91.794,15.234,12,12,3,1,None,-10921639,32946.622,32941,32903,33025,13079809,24.720,4.922,5.383E-4,1.434
ID36087,36087,161,181.403,103.239,91.891,15.369,13,13,3,1,None,-10921639,32952.098,32944,32907,33042,13081983,30.249,4.919,6.083E-4,1.324
ID27683,27683,161,160.697,103.218,91.824,14.824,14,14,3,1,None,-10921639,32940.602,32937,32885,33031,13077419,33.489,4.914,5.363E-4,1.055
ID31563,31563,161,171.609,104.027,91.771,14.724,15,15,3,1,None,-10921639,32939.554,32934,32889,33025,13077003,32.091,4.902,5.136E-4,1.054
ID47195,47195,161,159.068,105.003,89.504,15.497,16,16,3,1,None,-10921639,32933.851,32926,32899,33022,13074739,24.030,4.828,2.724E-4,0.747
ID47033,47033,161,141.142,103.840,94.866,14.696,16,16,3,1,None,-10921639,32926.156,32921,32885,33002,13071684,24.904,11.062,2.268E-4,0.600
ID44118,44118,161,154.960,105.745,88.674,15.341,17,17,3,1,None,-10921639,32935.557,32928,32898,33029,13075416,25.103,11.400,2.586E-4,0.679
ID43942,43942,161,150.853,104.280,96.946,14.631,17,17,3,1,None,-10921639,32928.413,32922,32887,33014,13072580,28.673,11.400,2.253E-4,0.517
ID50191,50191,161,152.340,103.641,88.570,15.375,18,18,3,1,None,-10921639,32934.947,32928,32899,33020,13075174,22.713,11.400,2.568E-4,0.745
ID50020,50020,161,162.270,102.147,97.968,14.609,18,18,3,1,None,-10921639,32930.141,32923,32889,33026,13073266,28.972,11.050,2.431E-4,0.552
ID53228,53228,161,164.977,104.984,88.911,14.997,19,19,3,1,None,-10921639,32937.640,32926,32900,33047,13076243,29.849,11.400,3.042E-4,0.671
ID53233,53233,161,163.295,103.599,97.585,14.894,19,19,3,1,None,-10921639,32939.889,32929,32904,33041,13077136,29.540,11.400,2.959E-4,0.660
ID59059,59059,161,167.481,106.076,88.932,14.342,20,20,3,1,None,-10921639,32928.363,32922,32884,33019,13072560,29.370,4.810,2.917E-4,0.654
ID59062,59062,161,171.224,104.509,97.503,14.222,20,20,3,1,None,-10921639,32932.476,32926,32888,33022,13074193,28.361,11.400,2.740E-4,0.636
ID55988,55988,161,182.803,106.150,89.695,13.357,21,21,3,1,None,-10921639,32941.373,32931,32900,33024,13077725,29.238,11.400,3.654E-4,0.823
ID55992,55992,161,171.451,104.737,97.416,13.082,21,21,3,1,None,-10921639,32941.695,32932,32906,33028,13077853,26.705,11.400,2.972E-4,0.733
ID64874,64874,161,174.498,106.041,90.688,13.297,22,22,3,1,None,-10921639,32937.013,32928,32898,33010,13075994,24.622,4.864,3.366E-4,0.900
ID64698,64698,161,165.547,104.675,98.266,12.659,22,22,3,1,None,-10921639,32934.275,32933,32884,32994,13074907,27.220,11.400,2.926E-4,0.708
ID61982,61982,161,160.849,106.100,91.307,13.325,23,23,3,1,None,-10921639,32934.131,32927,32904,32991,13074850,20.288,4.881,3.144E-4,1.020
ID61817,61817,161,162.483,104.308,98.737,12.124,23,23,3,1,None,-10921639,32932.159,32932,32889,32978,13074067,22.104,11.400,2.913E-4,0.868
ID70518,70518,161,174.277,106.524,92.203,13.778,24,24,3,1,None,-10921639,32936.846,32933,32894,32993,13075928,21.963,11.400,3.246E-4,0.973
ID67714,67714,161,179.078,105.498,92.874,13.845,25,25,3,1,None,-10921639,32943.375,32940,32901,33007,13078520,23.055,11.400,3.392E-4,0.969
ID67719,67719,161,178.748,103.979,99.739,13.312,25,25,3,1,None,-10921639,32947.645,32944,32908,32998,13080215,20.602,11.400,3.209E-4,1.026
ID76154,76154,161,179.698,105.019,93.557,13.467,26,26,3,1,None,-10921639,32945.038,32941,32904,33008,13079180,21.549,11.400,3.460E-4,1.057
ID76156,76156,161,163.120,109.954,100.204,14.643,26,26,3,1,None,-10921639,32941.448,32943,32892,32991,13077755,24.671,11.100,2.681E-4,0.716
ID73410,73410,161,165.709,105.765,94.222,13.932,27,27,3,1,None,-10921639,32937.622,32935,32896,32995,13076236,20.238,11.090,3.192E-4,1.039
ID73413,73413,161,165.485,104.301,100.931,13.457,27,27,3,1,None,-10921639,32939.526,32938,32901,32987,13076992,17.582,11.081,2.593E-4,0.971
ID81444,81444,161,191.272,105.342,94.633,13.923,28,28,3,1,None,-10921639,32950.481,32949,32898,33009,13081341,25.861,11.400,3.993E-4,1.017
ID81447,81447,161,177.732,104.257,101.332,13.060,28,28,3,1,None,-10921639,32952.894,32951,32912,33008,13082299,21.133,11.400,3.137E-4,0.978
ID78764,78764,161,210.921,104.678,94.802,13.602,29,29,3,1,None,-10921639,32951.781,32949,32908,33027,13081857,25.469,11.069,3.965E-4,1.026
ID78766,78766,161,187.163,103.451,101.280,13.041,29,29,3,1,None,-10921639,32955.111,32950,32916,33009,13083179,22.786,11.400,3.282E-4,0.949
ID83847,83847,161,177.700,105.446,94.661,12.779,30,30,3,1,None,-10921639,32947.476,32947,32892,33009,13080148,28.543,11.097,3.776E-4,0.871
ID83850,83850,161,195.435,103.802,101.111,11.876,30,30,3,1,None,-10921639,32952.957,32952,32901,33006,13082324,24.825,11.400,3.674E-4,0.975
ID20684,20684,164,132.642,116.701,202.772,31.384,0,0,3,1,None,-10921639,32929.877,32931,32896,32958,13073161,13.309,5.018,3.636E-4,1.799
ID7304,7304,164,127.163,115.983,202.843,31.745,1,1,3,1,None,-10921639,32927.884,32930,32894,32956,13072370,13.813,5.006,3.498E-4,1.667
ID14670,14670,164,125.059,114.959,202.671,31.456,2,2,3,1,None,-10921639,32928.098,32929,32896,32952,13072455,11.728,5.044,3.456E-4,1.940
ID18075,18075,164,132.960,116.812,203.238,31.637,3,3,3,1,None,-10921639,32929.542,32931,32896,32961,13073028,14.339,4.989,3.590E-4,1.648
ID16323,16323,164,124.743,117.202,204.341,31.925,4,4,3,1,None,-10921639,32927.091,32929,32895,32962,13072055,15.131,4.980,3.299E-4,1.435
ID2395,2395,164,129.170,116.934,203.698,31.236,5,5,3,1,None,-10921639,32930.897,32932,32907,32960,13073566,11.121,6.029,3.553E-4,2.104
ID11751,11751,164,127.434,117.017,203.974,31.087,6,6,3,1,None,-10921639,32933.617,32935,32904,32959,13074646,11.644,5.976,3.789E-4,2.142
ID7277,7277,164,128.285,115.015,202.699,31.050,7,7,3,1,None,-10921639,32934.194,32936,32905,32960,13074875,12.430,6.042,3.632E-4,1.924
ID42234,42234,164,126.477,115.654,202.340,30.650,8,8,3,1,None,-10921639,32927.977,32932,32895,32958,13072407,15.918,5.032,3.334E-4,1.379
ID23392,23392,164,140.042,114.514,201.815,31.695,9,9,3,1,None,-10921639,32932.060,32931,32897,32972,13074028,15.167,4.968,3.341E-4,1.450
ID39805,39805,164,165.868,113.394,201.965,31.347,10,10,3,1,None,-10921639,32938.330,32937,32901,32995,13076517,20.903,4.953,4.062E-4,1.280
ID26037,26037,164,197.821,113.419,203.063,31.545,11,11,3,1,None,-10921639,32939.113,32937,32898,33008,13076828,25.101,4.956,4.712E-4,1.236
ID34262,34262,164,187.354,114.869,203.992,31.863,12,12,3,1,None,-10921639,32933.365,32927,32886,33003,13074546,27.365,4.940,4.383E-4,1.054
ID37098,37098,164,181.146,113.891,204.026,31.607,13,13,3,1,None,-10921639,32939.642,32935,32897,33018,13077038,27.865,4.928,4.962E-4,1.173
ID28841,28841,164,173.365,114.162,203.768,31.157,14,14,3,1,None,-10921639,32937.312,32935,32889,33009,13076113,28.121,4.929,4.863E-4,1.139
ID33849,33849,164,205.935,116.238,204.258,31.762,15,15,3,1,None,-10921639,32940.375,32934,32893,33036,13077329,30.993,4.911,5.362E-4,1.139
ID48406,48406,164,137.809,118.419,203.254,33.788,16,16,3,1,None,-10921639,32927.549,32922,32890,33003,13072237,25.590,11.400,0.002,5.967
ID48224,48224,164,150.551,113.621,205.759,30.395,16,16,3,1,None,-10921639,32918.380,32913,32886,33004,13068597,24.601,4.807,2.228E-4,0.596
ID45337,45337,164,151.923,115.910,199.555,31.968,17,17,3,1,None,-10921639,32925.272,32920,32892,33003,13071333,23.065,4.822,1.980E-4,0.565
