Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,CELL_DIVISION_TIME,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID19833,19833,0,105.411,105.155,149.795,18.453,0,0,3,1,None,-10921639,32924.395,32925,32907,32945,13070985,8.358,5.007,2.823E-4,2.224
ID5600,5600,0,104.212,104.301,149.857,18.623,1,1,3,1,None,-10921639,32922.715,32923,32900,32943,13070318,9.223,4.977,2.753E-4,1.965
ID13847,13847,0,103.733,103.369,150.052,18.112,2,2,3,1,None,-10921639,32925.564,32926,32904,32946,13071449,8.846,4.989,2.811E-4,2.092
ID17265,17265,0,105.320,104.975,150.080,18.612,3,3,3,1,None,-10921639,32924.121,32925,32897,32946,13070876,10.807,8.635,2.716E-4,1.654
ID12033,12033,0,103.400,104.974,150.364,18.857,4,4,3,1,None,-10921639,32927.997,32928,32912,32949,13072415,7.787,4.984,2.702E-4,2.285
ID1570,1570,0,112.044,105.491,150.793,18.064,5,5,3,1,None,-10921639,32926.411,32927,32907,32949,13071785,9.490,4.974,3.075E-4,2.133
ID10241,10241,0,108.793,105.196,150.712,18.680,6,6,3,1,None,-10921639,32926.620,32927,32905,32947,13071868,9.378,5.014,2.901E-4,2.037
ID5626,5626,0,108.434,103.872,150.252,18.491,7,7,3,1,None,-10921639,32930.353,32931,32911,32955,13073350,9.077,5.010,3.007E-4,2.181
ID41487,41487,0,106.258,104.266,149.321,18.536,8,8,3,1,None,-10921639,32929.985,32930,32912,32950,13073204,8.599,5.003,2.753E-4,2.108
ID22626,22626,0,116.072,103.310,148.603,19.423,9,9,3,1,None,-10921639,32929.597,32928,32909,32954,13073050,10.596,4.974,3.010E-4,1.870
ID38912,38912,0,120.292,102.957,148.722,18.786,10,10,3,1,None,-10921639,32932.285,32932,32899,32975,13074117,16.342,4.928,3.758E-4,1.514
ID25263,25263,0,116.691,102.712,149.789,19.121,11,11,3,1,None,-10921639,32931.705,32930,32903,32972,13073887,15.268,4.888,3.217E-4,1.387
ID32783,32783,0,125.584,102.777,149.999,19.844,12,12,3,1,None,-10921639,32931.798,32930,32900,32973,13073924,15.304,4.920,3.763E-4,1.619
ID36324,36324,0,123.326,103.102,150.105,18.871,13,13,3,1,None,-10921639,32935.489,32932,32901,32981,13075389,17.713,4.910,3.965E-4,1.474
ID28081,28081,0,124.970,103.115,150.003,18.935,14,14,3,1,None,-10921639,32932.625,32929,32905,32984,13074252,17.844,4.902,3.836E-4,1.415
ID32346,32346,0,118.723,104.945,149.720,19.471,15,15,3,1,None,-10921639,32926.232,32925,32897,32958,13071714,14.740,4.965,2.631E-4,1.175
ID47471,47471,0,106.188,104.462,146.666,19.653,16,16,3,1,None,-10921639,32923.101,32922,32902,32960,13070471,11.638,11.400,1.314E-4,0.743
ID44391,44391,0,111.581,104.670,146.514,19.672,17,17,3,1,None,-10921639,32924.572,32923,32902,32959,13071055,12.793,11.400,1.587E-4,0.817
ID50458,50458,0,117.739,105.073,146.876,19.650,18,18,3,1,None,-10921639,32922.907,32921,32901,32960,13070394,12.279,11.400,1.616E-4,0.866
ID53504,53504,0,110.259,105.212,147.166,19.623,19,19,3,1,None,-10921639,32921.280,32920,32900,32964,13069748,12.515,11.400,1.458E-4,0.767
ID59379,59379,0,107.018,105.934,146.090,18.238,20,20,3,1,None,-10921639,32919.587,32918,32897,32955,13069076,12.111,11.400,1.537E-4,0.836
ID56274,56274,0,100.979,105.813,145.366,17.190,21,21,3,1,None,-10921639,32925.156,32924,32906,32954,13071287,10.769,11.400,1.412E-4,0.863
ID56024,56024,0,100.445,105.534,145.938,14.570,21,21,3,1,None,-10921639,32915.814,32912,32886,32954,13067578,16.418,4.794,1.114E-4,0.447
ID64904,64904,0,105.801,105.678,145.311,14.814,22,22,3,1,None,-10921639,32917.730,32914,32887,32952,13068339,16.692,11.400,1.255E-4,0.495
ID62266,62266,0,94.141,105.902,144.879,17.158,23,23,3,1,None,-10921639,32924.028,32924,32905,32944,13070839,8.654,11.400,1.418E-4,1.079
ID70673,70673,0,93.944,106.729,145.430,15.817,24,24,3,1,None,-10921639,32922.474,32922,32903,32944,13070222,10.423,11.400,1.316E-4,0.831
ID68000,68000,0,105.457,106.300,146.623,17.114,25,25,3,1,None,-10921639,32929.670,32929,32914,32951,13073079,8.532,11.400,1.678E-4,1.295
ID76542,76542,0,95.481,107.244,149.269,19.789,26,26,3,1,None,-10921639,32925.567,32926,32907,32943,13071450,8.255,9.630,1.316E-4,1.050
ID73797,73797,0,94.276,107.733,148.660,18.606,27,27,3,1,None,-10921639,32924.287,32925,32900,32943,13070942,8.632,11.400,1.535E-4,1.171
ID81720,81720,0,102.948,106.082,148.770,16.926,28,28,3,1,None,-10921639,32931.922,32932,32911,32958,13073973,9.364,11.400,1.564E-4,1.100
ID78911,78911,0,117.394,104.859,148.989,15.796,29,29,3,1,None,-10921639,32932.416,32933,32909,32958,13074169,10.673,11.400,1.797E-4,1.108
ID84011,84011,0,103.764,105.056,149.253,14.425,30,30,3,1,None,-10921639,32926.184,32927,32899,32950,13071695,12.063,11.400,1.320E-4,0.721
ID20342,20342,1,147.609,33.951,191.934,26.541,0,0,3,1,None,-10921639,32946.552,32948,32900,32987,13079781,19.911,4.981,4.565E-4,1.510
ID6874,6874,1,145.145,32.621,192.169,26.824,1,1,3,1,None,-10921639,32948.884,32947,32915,32989,13080707,15.736,4.971,4.271E-4,1.788
ID14337,14337,1,150.324,32.690,191.940,26.615,2,2,3,1,None,-10921639,32953.798,32956,32902,32998,13082658,21.022,4.980,4.875E-4,1.528
ID17850,17850,1,145.993,33.542,192.583,27.089,3,3,3,1,None,-10921639,32953.602,32952,32916,32994,13082580,15.451,4.969,4.604E-4,1.963
ID15482,15482,1,163.625,33.724,192.866,27.667,4,4,3,1,None,-10921639,32959.549,32956,32914,33006,13084941,18.291,4.973,5.348E-4,1.926
ID2144,2144,1,156.973,34.590,193.380,27.422,5,5,3,1,None,-10921639,32953.300,32952,32911,32992,13082460,16.596,4.981,4.919E-4,1.953
ID11268,11268,1,142.406,34.093,193.070,27.001,6,6,3,1,None,-10921639,32952.378,32950,32921,33000,13082094,14.576,4.960,4.427E-4,2.001
ID6748,6748,1,152.012,33.174,192.074,26.891,7,7,3,1,None,-10921639,32962.466,32960,32922,33009,13086099,17.268,4.941,4.891E-4,1.866
ID41963,41963,1,159.885,33.909,190.934,26.369,8,8,3,1,None,-10921639,32958.224,32958,32903,33006,13084415,21.427,4.996,5.048E-4,1.552
ID23143,23143,1,152.149,34.252,189.847,26.973,9,9,3,1,None,-10921639,32955.431,32954,32918,33002,13083306,18.977,4.947,4.586E-4,1.592
ID39559,39559,1,163.480,34.002,189.773,27.371,10,10,3,1,None,-10921639,32959.159,32957,32911,33027,13084786,22.837,4.937,5.058E-4,1.459
ID25657,25657,1,195.698,32.309,190.968,26.304,11,11,3,1,None,-10921639,32965.390,32964,32905,33068,13087260,34.436,4.934,6.307E-4,1.207
ID33790,33790,1,171.859,33.007,191.721,26.906,12,12,3,1,None,-10921639,32959.491,32957,32913,33031,13084918,25.719,4.935,5.587E-4,1.431
ID36844,36844,1,187.983,33.022,192.158,27.247,13,13,3,1,None,-10921639,32964.564,32958,32917,33055,13086932,28.841,4.918,5.825E-4,1.331
ID28579,28579,1,170.184,32.965,192.128,26.993,14,14,3,1,None,-10921639,32955.647,32951,32914,33054,13083392,27.928,4.885,4.993E-4,1.178
ID33386,33386,1,174.796,34.804,192.548,26.785,15,15,3,1,None,-10921639,32957.997,32952,32917,33030,13084325,24.662,4.954,5.149E-4,1.375
ID47920,47920,1,160.959,37.374,191.727,25.426,16,16,3,1,None,-10921639,32947.499,32944,32903,33018,13080157,22.498,11.400,2.644E-4,0.774
ID48055,48055,1,158.857,32.055,194.510,27.661,16,16,3,1,None,-10921639,32944.975,32942,32902,33029,13079155,23.532,11.400,2.200E-4,0.616
ID45035,45035,1,173.732,32.496,195.901,28.031,17,17,3,1,None,-10921639,32946.008,32942,32894,33038,13079565,29.127,11.015,2.805E-4,0.634
ID44721,44721,1,142.650,39.534,191.619,24.707,17,17,3,1,None,-10921639,32936.572,32935,32897,33001,13075819,23.798,11.400,2.170E-4,0.601
ID51087,51087,1,143.918,31.267,196.181,27.884,18,18,3,1,None,-10921639,32939.506,32936,32896,33004,13076984,21.929,11.043,2.111E-4,0.634
ID50770,50770,1,144.094,38.369,191.097,24.375,18,18,3,1,None,-10921639,32934.872,32931,32899,33013,13075144,23.670,11.084,2.182E-4,0.607
ID53827,53827,1,132.406,39.251,189.916,24.721,19,19,3,1,None,-10921639,32930.577,32924,32896,33021,13073439,24.826,11.400,1.954E-4,0.518
ID54130,54130,1,155.197,32.909,194.935,27.493,19,19,3,1,None,-10921639,32941.458,32938,32898,33020,13077759,23.089,11.400,2.257E-4,0.644
ID59778,59778,1,128.282,39.814,187.417,24.041,20,20,3,1,None,-10921639,32928.605,32926,32900,32987,13072656,17.010,11.400,1.751E-4,0.678
ID60100,60100,1,160.835,32.734,196.023,27.723,20,20,3,1,None,-10921639,32939.693,32934,32902,33028,13077058,23.229,11.400,2.151E-4,0.610
ID57049,57049,1,168.017,31.792,197.572,27.629,21,21,3,1,None,-10921639,32953.788,32951,32909,33043,13082654,25.678,11.400,2.801E-4,0.719
ID56731,56731,1,126.585,39.562,183.828,23.121,21,21,3,1,None,-10921639,32935.436,32933,32912,32980,13075368,13.833,11.400,1.334E-4,0.635
ID65930,65930,1,167.840,34.555,201.459,26.789,22,22,3,1,None,-10921639,32953.902,32949,32916,33016,13082699,22.082,11.400,3.273E-4,0.977
ID65765,65765,1,125.355,35.166,184.073,25.156,22,22,3,1,None,-10921639,32938.043,32937,32911,32979,13076403,12.488,11.400,1.472E-4,0.776
ID62725,62725,1,115.275,35.355,182.682,24.193,23,23,3,1,None,-10921639,32929.861,32931,32902,32965,13073155,12.050,11.400,1.049E-4,0.574
ID63056,63056,1,166.771,31.725,201.549,27.727,23,23,3,1,None,-10921639,32948.738,32945,32901,33016,13080649,23.458,11.400,3.001E-4,0.843
ID71557,71557,1,180.567,32.071,201.500,28.270,24,24,3,1,None,-10921639,32957.960,32956,32909,33020,13084310,26.684,11.400,3.540E-4,0.874
ID68588,68588,1,181.422,34.591,200.730,26.361,25,25,3,1,None,-10921639,32962.108,32962,32901,33022,13085957,25.439,11.400,3.814E-4,0.988
ID77008,77008,1,187.678,34.840,202.280,25.766,26,26,3,1,None,-10921639,32967.610,32969,32902,33028,13088141,26.190,11.400,4.068E-4,1.024
ID74245,74245,1,160.339,36.145,197.676,25.732,27,27,3,1,None,-10921639,32948.947,32950,32912,32996,13080732,17.362,11.400,2.085E-4,0.791
ID82278,82278,1,184.582,35.442,199.067,25.730,28,28,3,1,None,-10921639,32964.715,32966,32912,33019,13086992,22.096,11.400,2.737E-4,0.816
ID79566,79566,1,179.465,35.385,200.064,25.501,29,29,3,1,None,-10921639,32961.171,32963,32921,33010,13085585,19.874,11.400,2.475E-4,0.821
ID84831,84831,1,167.842,34.981,200.992,24.812,30,30,3,1,None,-10921639,32964.272,32963,32922,33004,13086816,20.293,11.400,2.394E-4,0.778
ID19835,19835,3,119.787,51.717,156.324,17.183,0,0,3,1,None,-10921639,32932.403,32932,32914,32958,13074164,8.867,4.982,2.523E-4,1.873
ID5608,5608,3,110.756,51.140,156.779,17.067,1,1,3,1,None,-10921639,32929.338,32929,32913,32950,13072947,8.063,4.972,2.257E-4,1.843
ID13849,13849,3,123.793,50.466,157.206,17.074,2,2,3,1,None,-10921639,32937.363,32937,32918,32962,13076133,9.832,4.999,2.894E-4,1.938
ID17268,17268,3,123.614,51.342,157.571,17.634,3,3,3,1,None,-10921639,32933.239,32934,32911,32957,13074496,9.836,4.983,2.732E-4,1.829
ID11813,11813,3,126.952,51.735,157.599,18.129,4,4,3,1,None,-10921639,32937.292,32938,32908,32961,13076105,12.055,5.007,3.121E-4,1.705
ID1571,1571,3,120.130,52.948,157.864,18.108,5,5,3,1,None,-10921639,32931.592,32932,32906,32959,13073842,10.897,4.981,2.677E-4,1.617
ID10249,10249,3,119.616,51.846,157.569,17.593,6,6,3,1,None,-10921639,32933.181,32934,32911,32960,13074473,9.647,4.964,2.567E-4,1.752
ID5634,5634,3,120.712,51.261,157.226,17.581,7,7,3,1,None,-10921639,32939.479,32940,32912,32962,13076973,10.793,4.984,2.633E-4,1.606
ID41488,41488,3,129.652,52.125,156.681,17.156,8,8,3,1,None,-10921639,32941.640,32941,32920,32971,13077831,10.461,4.991,3.004E-4,1.892
ID22515,22515,3,132.023,51.552,155.992,17.978,9,9,3,1,None,-10921639,32937.343,32936,32903,32974,13076125,14.403,4.930,3.215E-4,1.470
ID38914,38914,3,138.004,49.873,155.876,17.704,10,10,3,1,None,-10921639,32941.884,32939,32911,32989,13077928,15.675,4.929,3.572E-4,1.501
ID25172,25172,3,148.201,48.979,156.611,17.404,11,11,3,1,None,-10921639,32947.748,32945,32911,32994,13080256,16.698,4.937,3.900E-4,1.538
ID32582,32582,3,148.065,49.285,157.774,17.746,12,12,3,1,None,-10921639,32939.975,32938,32899,32993,13077170,17.420,4.928,3.808E-4,1.440
ID36228,36228,3,144.779,49.795,158.160,18.264,13,13,3,1,None,-10921639,32939.285,32937,32900,32992,13076896,19.508,4.927,3.891E-4,1.314
ID27977,27977,3,144.754,50.071,158.500,17.714,14,14,3,1,None,-10921639,32937.401,32935,32903,32990,13076148,17.410,4.944,3.841E-4,1.453
ID32147,32147,3,144.327,51.280,158.833,17.484,15,15,3,1,None,-10921639,32936.640,32934,32902,32975,13075846,14.459,4.953,3.312E-4,1.508
ID47352,47352,3,117.057,48.841,158.283,18.099,16,16,3,1,None,-10921639,32925.914,32928,32892,32957,13071588,13.885,11.097,9.181E-5,0.435
ID47229,47229,3,130.154,54.863,158.112,16.779,16,16,3,1,None,-10921639,32921.428,32922,32888,32976,13069807,19.144,11.010,1.610E-4,0.554
ID44266,44266,3,119.027,48.059,159.520,18.294,17,17,3,1,None,-10921639,32929.383,32931,32893,32964,13072965,17.681,11.400,1.570E-4,0.585
ID44145,44145,3,142.131,56.396,157.956,15.788,17,17,3,1,None,-10921639,32923.456,32922,32890,32975,13070612,16.966,11.083,1.631E-4,0.633
ID50343,50343,3,119.810,48.737,155.315,17.215,18,18,3,1,None,-10921639,32927.736,32926,32897,32964,13072311,13.431,11.400,1.579E-4,0.774
ID50219,50219,3,147.825,57.230,164.981,16.314,18,18,3,1,None,-10921639,32928.650,32928,32893,32993,13072674,20.445,11.075,2.074E-4,0.668
ID53392,53392,3,116.171,49.707,153.865,17.235,19,19,3,1,None,-10921639,32926.005,32926,32895,32969,13071624,12.991,11.400,1.494E-4,0.757
ID53396,53396,3,119.310,54.080,164.840,17.838,19,19,3,1,None,-10921639,32925.068,32925,32892,32963,13071252,12.115,10.944,1.916E-4,1.041
ID59262,59262,3,119.776,53.931,162.962,16.519,20,20,3,1,None,-10921639,32917.398,32919,32886,32953,13068207,14.280,10.974,1.437E-4,0.663
ID56169,56169,3,138.430,53.373,162.770,16.257,21,21,3,1,None,-10921639,32931.023,32932,32892,32967,13073616,16.997,10.989,2.221E-4,0.860
ID65186,65186,3,126.387,53.360,163.130,16.863,22,22,3,1,None,-10921639,32931.383,32929,32903,32961,13073759,11.940,11.400,1.764E-4,0.973
ID62280,62280,3,112.396,48.670,165.335,18.728,23,23,3,1,None,-10921639,32927.353,32929,32895,32946,13072159,11.769,11.400,9.825E-5,0.550
ID70956,70956,3,122.039,48.815,165.905,19.402,24,24,3,1,None,-10921639,32933.295,32934,32903,32953,13074518,10.377,11.400,1.090E-4,0.692
ID19836,19836,5,110.098,101.655,159.076,18.170,0,0,3,1,None,-10921639,32924.783,32924,32907,32942,13071139,8.191,5.009,3.040E-4,2.443
ID5610,5610,5,106.938,100.614,159.424,18.292,1,1,3,1,None,-10921639,32924.335,32925,32902,32942,13070961,8.481,4.999,3.026E-4,2.349
ID13850,13850,5,110.612,99.722,159.805,17.702,2,2,3,1,None,-10921639,32927.496,32927,32909,32947,13072216,7.926,5.001,3.218E-4,2.673
ID17269,17269,5,112.698,101.311,159.820,18.327,3,3,3,1,None,-10921639,32926.222,32927,32904,32947,13071710,9.555,5.015,3.229E-4,2.225
ID11817,11817,5,111.225,101.071,160.246,18.482,4,4,3,1,None,-10921639,32927.756,32928,32905,32947,13072319,9.925,5.011,3.289E-4,2.182
ID1573,1573,5,119.190,101.458,160.248,17.946,5,5,3,1,None,-10921639,32928.572,32928,32907,32949,13072643,9.479,5.027,3.536E-4,2.456
ID10251,10251,5,113.204,101.209,160.307,18.390,6,6,3,1,None,-10921639,32927.811,32929,32907,32953,13072341,9.306,5.023,3.296E-4,2.331
ID5636,5636,5,114.369,99.892,159.935,17.854,7,7,3,1,None,-10921639,32932.156,32932,32913,32954,13074066,8.583,5.023,3.420E-4,2.623
ID41491,41491,5,119.269,100.515,159.165,17.479,8,8,3,1,None,-10921639,32933.005,32932,32914,32956,13074403,9.520,4.988,3.360E-4,2.324
ID22516,22516,5,117.214,99.721,158.257,18.559,9,9,3,1,None,-10921639,32929.086,32929,32902,32963,13072847,13.761,4.943,3.483E-4,1.667
ID38915,38915,5,136.875,99.245,158.136,17.974,10,10,3,1,None,-10921639,32933.965,32931,32902,32991,13074784,18.662,4.913,4.286E-4,1.512
ID25173,25173,5,126.744,98.913,158.853,17.711,11,11,3,1,None,-10921639,32935.627,32933,32903,32984,13075444,18.663,4.902,4.389E-4,1.549
ID32791,32791,5,126.962,99.460,159.578,19.345,12,12,3,1,None,-10921639,32931.524,32929,32901,32977,13073815,16.691,4.928,4.024E-4,1.587
ID36326,36326,5,133.805,99.795,159.499,18.895,13,13,3,1,None,-10921639,32934.594,32931,32906,32985,13075034,19.071,4.927,4.287E-4,1.480
ID28084,28084,5,131.999,99.075,159.362,19.084,14,14,3,1,None,-10921639,32932.257,32929,32904,32989,13074106,18.870,4.909,4.080E-4,1.424
ID32359,32359,5,135.760,101.302,160.023,19.052,15,15,3,1,None,-10921639,32931.128,32928,32904,32981,13073658,17.685,4.923,3.941E-4,1.467
ID47476,47476,5,109.021,102.867,158.832,19.936,16,16,3,1,4,-10921639,32920.831,32919,32898,32956,13069570,11.396,11.400,1.130E-4,0.653
ID47354,47354,5,119.063,98.793,162.766,17.871,16,16,3,1,None,-10921639,32921.627,32919,32897,32964,13069886,13.112,11.400,1.635E-4,0.821
ID44267,44267,5,124.282,97.195,164.459,17.760,17,17,3,1,None,-10921639,32926.955,32923,32901,32971,13072001,14.467,11.400,2.145E-4,0.976
ID50459,50459,5,119.416,104.879,156.672,19.662,18,18,3,1,4,-10921639,32921.244,32920,32896,32960,13069734,14.191,11.400,1.643E-4,0.762
ID50347,50347,5,129.347,96.207,164.158,17.336,18,18,3,1,None,-10921639,32928.529,32924,32897,32979,13072626,15.407,11.400,2.190E-4,0.936
ID53506,53506,5,117.249,105.699,155.610,19.472,19,19,3,1,4,-10921639,32918.330,32916,32897,32959,13068577,13.892,11.400,1.378E-4,0.653
ID53397,53397,5,125.755,96.987,164.502,17.044,19,19,3,1,None,-10921639,32926.156,32921,32903,32986,13071684,16.567,11.400,1.754E-4,0.697
ID59264,59264,5,131.532,97.524,162.674,16.041,20,20,3,1,None,-10921639,32921.924,32921,32893,32974,13070004,16.134,11.400,1.778E-4,0.726
ID59499,59499,5,123.880,106.143,158.010,20.121,20,20,3,1,4,-10921639,32926.270,32927,32896,32962,13071729,13.943,11.076,2.291E-4,1.082
ID56279,56279,5,110.632,104.680,156.339,18.086,21,21,3,1,None,-10921639,32927.834,32927,32904,32958,13072350,11.342,11.400,1.643E-4,0.954
ID56413,56413,5,117.765,108.089,156.709,19.884,21,21,3,1,None,-10921639,32924.743,32924,32901,32957,13071123,11.680,11.400,1.893E-4,1.067
ID56032,56032,5,128.982,97.118,160.178,14.427,21,21,3,1,None,-10921639,32926.068,32926,32892,32977,13071649,18.405,11.400,2.006E-4,0.718
ID64912,64912,5,139.042,97.138,158.473,14.665,22,22,3,1,None,-10921639,32928.224,32929,32891,32977,13072505,19.613,11.400,2.366E-4,0.794
ID65310,65310,5,116.061,108.593,155.213,19.788,22,22,3,1,None,-10921639,32923.730,32923,32899,32954,13070721,11.123,11.400,1.846E-4,1.093
ID65184,65184,5,124.670,103.746,159.991,18.030,22,22,3,1,None,-10921639,32924.322,32922,32899,32962,13070956,13.262,11.400,1.599E-4,0.794
ID62136,62136,5,126.627,97.499,158.409,15.122,23,23,3,1,None,-10921639,32930.098,32929,32905,32964,13073249,12.528,11.400,2.105E-4,1.106
ID62278,62278,5,108.977,104.242,159.580,18.745,23,23,3,1,None,-10921639,32922.909,32921,32904,32948,13070395,10.588,11.400,1.481E-4,0.921
ID62570,62570,5,104.044,109.285,154.655,20.891,23,23,3,1,None,-10921639,32919.773,32918,32898,32944,13069150,10.585,4.895,1.256E-4,0.781
ID70679,70679,5,126.448,98.013,158.946,15.322,24,24,3,1,None,-10921639,32934.625,32934,32906,32967,13075046,12.942,11.400,2.360E-4,1.201
ID70953,70953,5,109.048,105.185,160.453,18.965,24,24,3,1,None,-10921639,32925.285,32924,32908,32950,13071338,9.969,11.400,1.334E-4,0.881
ID71097,71097,5,106.861,109.888,155.342,21.587,24,24,3,1,None,-10921639,32922.612,32922,32904,32945,13070277,8.844,4.876,1.376E-4,1.024
ID68252,68252,5,109.874,110.388,156.821,21.537,25,25,3,1,None,-10921639,32920.801,32920,32902,32944,13069558,9.068,11.400,1.318E-4,0.957
ID68008,68008,5,114.656,104.788,162.217,18.651,25,25,3,1,None,-10921639,32925.977,32927,32898,32953,13071613,12.211,11.400,1.658E-4,0.894
ID67882,67882,5,137.760,97.787,159.501,15.433,25,25,3,1,None,-10921639,32934.786,32934,32911,32971,13075110,12.611,11.400,2.124E-4,1.109
ID76551,76551,5,108.367,105.205,162.769,19.609,26,26,3,1,None,-10921639,32926.055,32926,32908,32949,13071644,9.326,11.400,1.573E-4,1.111
ID76684,76684,5,108.274,110.012,157.695,21.830,26,26,3,1,None,-10921639,32920.683,32920,32903,32942,13069511,8.757,4.908,1.469E-4,1.104
ID76309,76309,5,130.532,97.681,160.667,15.367,26,26,3,1,None,-10921639,32934.738,32932,32912,32970,13075091,11.675,11.400,2.189E-4,1.235
ID73804,73804,5,109.834,105.882,163.698,19.546,27,27,3,1,None,-10921639,32923.645,32923,32902,32948,13070687,9.533,11.400,1.621E-4,1.120
ID74078,74078,5,100.551,110.424,158.317,23.113,27,27,3,1,None,-10921639,32918.363,32918,32900,32939,13068590,8.619,4.926,1.189E-4,0.908
ID73591,73591,5,126.714,98.864,161.570,16.015,27,27,3,1,None,-10921639,32928.373,32928,32901,32958,13072564,12.322,11.400,1.887E-4,1.008
ID81967,81967,5,101.395,109.246,159.010,21.501,28,28,3,1,None,-10921639,32924.222,32924,32905,32945,13070916,8.572,4.897,1.679E-4,1.290
ID81729,81729,5,111.497,104.749,164.964,18.803,28,28,3,1,None,-10921639,32928.431,32928,32905,32955,13072587,12.577,11.400,1.732E-4,0.907
ID81609,81609,5,139.970,98.398,162.492,15.639,28,28,3,1,None,-10921639,32935.217,32933,32908,32975,13075281,14.056,11.400,2.058E-4,0.964
ID79166,79166,5,107.565,109.480,159.382,20.796,29,29,3,1,None,-10921639,32925.889,32926,32901,32953,13071578,11.315,11.400,1.871E-4,1.089
ID79043,79043,5,127.500,105.028,165.439,18.684,29,29,3,1,None,-10921639,32931.610,32932,32898,32963,13073849,15.133,11.400,2.211E-4,0.962
ID78917,78917,5,150.451,97.688,163.147,15.418,29,29,3,1,None,-10921639,32938.433,32935,32913,32981,13076558,14.716,11.400,2.403E-4,1.076
ID84519,84519,5,105.273,110.231,159.571,21.310,30,30,3,1,None,-10921639,32922.262,32922,32903,32943,13070138,9.064,11.400,1.502E-4,1.091
ID84264,84264,5,113.200,104.810,166.201,18.484,30,30,3,1,None,-10921639,32928.945,32929,32904,32953,13072791,11.730,11.400,1.947E-4,1.093
ID84017,84017,5,134.835,97.968,163.529,14.823,30,30,3,1,None,-10921639,32934.907,32935,32897,32973,13075158,17.110,11.400,2.399E-4,0.923
ID19837,19837,6,114.100,50.270,163.073,18.192,0,0,3,1,None,-10921639,32930.060,32931,32905,32950,13073234,10.014,5.006,2.606E-4,1.713
ID5612,5612,6,108.689,49.658,163.555,18.136,1,1,3,1,None,-10921639,32927.166,32927,32906,32947,13072085,8.898,4.980,2.382E-4,1.762
ID13854,13854,6,114.660,48.821,163.824,18.058,2,2,3,1,None,-10921639,32932.418,32933,32907,32953,13074170,9.844,4.968,2.496E-4,1.669
ID17271,17271,6,115.810,49.719,163.954,18.234,3,3,3,1,None,-10921639,32929.083,32931,32901,32952,13072846,11.164,9.411,2.387E-4,1.408
ID12042,12042,6,114.172,50.017,164.262,18.873,4,4,3,1,None,-10921639,32935.776,32936,32920,32959,13075503,8.352,9.450,2.423E-4,1.911
ID1576,1576,6,108.789,51.222,164.870,18.384,5,5,3,1,None,-10921639,32926.302,32928,32897,32946,13071742,10.968,4.999,2.235E-4,1.342
ID10255,10255,6,110.241,50.190,164.572,17.797,6,6,3,1,None,-10921639,32928.491,32929,32904,32947,13072611,8.617,8.413,2.231E-4,1.705
ID5642,5642,6,111.892,49.933,164.516,18.133,7,7,3,1,None,-10921639,32934.537,32936,32906,32957,13075011,10.479,5.024,2.534E-4,1.592
ID41493,41493,6,131.760,50.329,163.590,18.337,8,8,3,1,None,-10921639,32939.647,32940,32903,32973,13077040,15.431,4.948,3.197E-4,1.365
ID22632,22632,6,123.556,50.259,163.024,18.855,9,9,3,1,None,-10921639,32936.758,32935,32906,32971,13075893,13.793,4.940,2.675E-4,1.277
ID38916,38916,6,141.181,48.805,163.138,18.006,10,10,3,1,None,-10921639,32938.360,32935,32902,32989,13076529,17.783,4.931,3.658E-4,1.355
ID25176,25176,6,144.862,47.855,163.629,17.569,11,11,3,1,None,-10921639,32940.673,32939,32906,32994,13077447,17.072,4.926,3.553E-4,1.371
ID32584,32584,6,137.545,47.753,164.160,17.812,12,12,3,1,None,-10921639,32934.307,32932,32900,32988,13074920,16.314,4.903,3.227E-4,1.302
ID36231,36231,6,137.022,48.189,164.291,18.263,13,13,3,1,None,-10921639,32934.262,32933,32898,32988,13074902,18.088,4.909,3.245E-4,1.181
ID27978,27978,6,135.480,48.604,163.730,17.711,14,14,3,1,None,-10921639,32932.788,32930,32897,32983,13074317,16.683,4.899,3.124E-4,1.233
ID32149,32149,6,138.285,49.792,163.239,17.920,15,15,3,1,None,-10921639,32934.599,32935,32895,32975,13075036,14.459,4.996,3.076E-4,1.401
ID47479,47479,6,117.095,46.963,162.853,19.505,16,16,3,1,None,-10921639,32929.919,32930,32901,32955,13073178,11.047,11.047,1.282E-4,0.764
ID44402,44402,6,116.737,46.196,163.688,19.485,17,17,3,1,None,-10921639,32930.736,32930,32900,32968,13073502,13.300,11.400,1.430E-4,0.708
ID50465,50465,6,113.957,44.458,162.144,19.787,18,18,3,1,None,-10921639,32937.272,32937,32899,32982,13076097,17.017,9.673,2.300E-4,0.890
ID53507,53507,6,116.598,45.763,161.484,19.842,19,19,3,1,None,-10921639,32936.390,32937,32895,32980,13075747,17.719,9.562,2.439E-4,0.906
ID59501,59501,6,117.362,47.619,159.318,19.575,20,20,3,1,None,-10921639,32937.869,32939,32896,32974,13076334,16.116,4.980,2.667E-4,1.090
ID56280,56280,6,126.042,47.840,157.040,17.838,21,21,3,1,5,-10921639,32940.272,32942,32897,32974,13077288,19.844,4.996,2.640E-4,0.876
