Label,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,VELOCITY,DISPLACEMENT,MANUAL_COLOR
(ID13894 : ID17310),31,13894,17310,0.556,2.500,90.040,34.454,19.376,0.746,0.746,None
(ID17310 : ID11920),31,17310,11920,0.861,3.500,90.508,34.938,19.782,0.928,0.928,None
(ID11920 : ID1631),31,11920,1631,2.178,4.500,91.357,35.064,19.902,1.476,1.476,None
(ID1631 : ID10356),31,1631,10356,0.354,5.500,91.771,34.796,19.653,0.595,0.595,None
(ID10356 : ID5741),31,10356,5741,1.229,6.500,91.045,34.377,19.680,1.109,1.109,None
(ID5741 : ID41534),31,5741,41534,0.643,7.500,90.903,33.819,19.669,0.802,0.802,None
(ID41534 : ID22571),31,41534,22571,0.332,8.500,91.042,33.662,19.802,0.577,0.577,None
(ID22571 : ID38978),31,22571,38978,0.413,9.500,90.651,33.934,19.881,0.643,0.643,None
(ID38978 : ID25119),31,38978,25119,5.108,10.500,89.599,33.624,19.158,2.260,2.260,None
(ID25119 : ID32464),31,25119,32464,0.340,11.500,88.847,32.858,18.658,0.583,0.583,None
(ID32464 : ID36281),31,32464,36281,0.758,12.500,88.978,32.689,19.163,0.871,0.871,None
(ID36281 : ID27922),31,36281,27922,1.534,13.500,89.254,32.878,19.012,1.238,1.238,None
(ID27922 : ID32032),31,27922,32032,4.034,14.500,89.293,33.890,18.093,2.009,2.009,None
(ID27922 : ID32232),31,27922,32232,19.854,14.500,91.134,31.600,19.033,4.456,4.456,None
(ID32232 : ID47411),31,32232,47411,3.626,15.500,92.812,29.374,20.036,1.904,1.904,None
(ID32032 : ID47296),31,32032,47296,1.169,15.500,89.133,35.324,17.922,1.081,1.081,None
(ID47296 : ID44213),31,47296,44213,0.620,16.500,89.538,35.927,18.147,0.787,0.787,None
(ID47411 : ID44471),31,47411,44471,3.777,16.500,93.252,27.731,20.839,1.943,1.943,None
(ID44213 : ID50280),31,44213,50280,1.432,17.500,89.404,35.717,18.250,1.197,1.197,None
(ID44471 : ID50538),31,44471,50538,3.668,17.500,92.736,26.743,21.283,1.915,1.915,None
(ID50538 : ID53578),31,50538,53578,1.534,18.500,92.361,26.284,21.406,1.239,1.239,None
(ID50280 : ID53335),31,50280,53335,3.219,18.500,89.601,34.881,18.425,1.794,1.794,None
(ID53335 : ID59334),31,53335,59334,1.787,19.500,90.931,34.176,18.363,1.337,1.337,None
(ID53578 : ID59574),31,53578,59574,1.630,19.500,93.463,25.700,21.398,1.277,1.277,None
(ID59334 : ID56230),31,59334,56230,1.038,20.500,91.944,33.994,17.855,1.019,1.019,None
(ID59574 : ID56344),31,59574,56344,0.551,20.500,93.913,25.292,20.968,0.742,0.742,None
(ID56230 : ID65110),31,56230,65110,0.742,21.500,92.263,34.405,17.486,0.861,0.861,None
(ID56344 : ID65251),31,56344,65251,0.082,21.500,93.798,25.344,20.666,0.287,0.287,None
(ID65251 : ID62351),31,65251,62351,1.404,22.500,93.749,25.951,20.360,1.185,1.185,None
(ID65110 : ID62201),31,65110,62201,1.393,22.500,92.053,35.394,17.533,1.180,1.180,None
(ID62351 : ID70899),31,62351,70899,1.617,23.500,93.758,27.053,20.098,1.272,1.272,None
(ID62201 : ID70764),31,62201,70764,1.905,23.500,91.839,36.643,17.698,1.380,1.380,None
(ID70764 : ID67953),31,70764,67953,3.162,24.500,91.170,37.965,17.594,1.778,1.778,None
(ID70899 : ID68071),31,70899,68071,3.026,24.500,93.279,28.350,19.977,1.740,1.740,None
(ID68071 : ID76484),31,68071,76484,0.333,25.500,92.656,29.247,19.626,0.577,0.577,None
(ID67953 : ID76382),31,67953,76382,0.302,25.500,90.397,38.790,17.329,0.549,0.549,None
(ID76382 : ID73660),31,76382,73660,1.076,26.500,90.518,39.392,17.281,1.037,1.037,None
(ID76484 : ID73755),31,76484,73755,1.028,26.500,92.858,29.876,19.461,1.014,1.014,None
(ID73755 : ID81777),31,73755,81777,0.519,27.500,92.919,30.532,19.397,0.721,0.721,None
(ID73660 : ID81553),31,73660,81553,1.714,27.500,90.557,40.278,16.949,1.309,1.309,None
(ID81777 : ID78967),31,81777,78967,0.727,28.500,92.509,30.816,18.966,0.853,0.853,None
(ID81553 : ID78862),31,81553,78862,0.709,28.500,89.896,40.726,16.432,0.842,0.842,None
(ID78967 : ID84192),31,78967,84192,0.112,29.500,92.372,30.795,18.412,0.335,0.335,None
(ID78862 : ID84087),31,78862,84087,1.817,29.500,90.109,40.685,15.998,1.348,1.348,None
(ID19781 : ID5494),33,19781,5494,0.333,0.500,81.338,39.262,18.191,0.577,0.577,None
(ID5494 : ID13795),33,5494,13795,1.094,1.500,80.590,39.437,18.376,1.046,1.046,None
(ID13795 : ID17313),33,13795,17313,1.048,2.500,80.446,39.720,18.830,1.024,1.024,None
(ID17313 : ID11925),33,17313,11925,0.457,3.500,80.856,40.218,19.328,0.676,0.676,None
(ID11925 : ID1635),33,11925,1635,2.305,4.500,81.617,40.313,19.294,1.518,1.518,None
(ID1635 : ID10366),33,1635,10366,0.470,5.500,81.988,40.114,19.137,0.686,0.686,None
(ID10366 : ID5755),33,10366,5755,0.319,6.500,81.451,39.898,19.299,0.564,0.564,None
(ID5755 : ID41539),33,5755,41539,0.229,7.500,81.452,39.650,19.457,0.479,0.479,None
(ID41539 : ID22576),33,41539,22576,0.336,8.500,81.560,39.670,19.802,0.580,0.580,None
(ID22576 : ID38982),33,22576,38982,0.552,9.500,81.095,39.838,20.040,0.743,0.743,None
(ID38982 : ID25223),33,38982,25223,1.639,10.500,80.357,40.097,19.536,1.280,1.280,None
(ID25223 : ID32480),33,25223,32480,0.526,11.500,79.947,40.459,18.738,0.725,0.725,None
(ID32480 : ID36285),33,32480,36285,0.773,12.500,80.102,40.362,18.707,0.879,0.879,None
(ID36285 : ID27926),33,36285,27926,0.331,13.500,80.314,39.916,18.757,0.575,0.575,None
(ID27926 : ID32043),33,27926,32043,1.899,14.500,80.866,39.907,18.116,1.378,1.378,None
(ID27926 : ID32495),33,27926,32495,20.723,14.500,81.768,40.414,20.163,4.552,4.552,None
(ID32495 : ID47297),33,32495,47297,28.786,15.500,83.534,39.159,19.959,5.365,5.365,None
(ID32043 : ID47301),33,32043,47301,10.191,15.500,80.485,41.376,17.687,3.192,3.192,None
(ID47301 : ID44219),33,47301,44219,0.717,16.500,79.808,43.032,17.609,0.847,0.847,None
(ID47297 : ID44214),33,47297,44214,2.816,16.500,84.594,36.822,18.157,1.678,1.678,None
(ID44214 : ID50281),33,44214,50281,1.907,17.500,84.693,36.120,18.240,1.381,1.381,None
(ID44219 : ID50288),33,44219,50288,3.536,17.500,79.110,43.265,17.572,1.880,1.880,None
(ID50281 : ID53444),33,50281,53444,1.766,18.500,84.445,35.409,18.623,1.329,1.329,None
(ID50288 : ID53340),33,50288,53340,3.389,18.500,78.979,42.755,17.809,1.841,1.841,None
(ID53444 : ID59335),33,53444,59335,1.514,19.500,85.339,34.736,18.736,1.230,1.230,None
(ID53340 : ID59339),33,53340,59339,1.415,19.500,80.133,41.897,17.899,1.189,1.189,None
(ID59335 : ID56232),33,59335,56232,1.024,20.500,86.034,34.549,18.039,1.012,1.012,None
(ID59339 : ID56105),33,59339,56105,1.481,20.500,80.674,41.341,17.201,1.217,1.217,None
(ID56232 : ID65111),33,56232,65111,0.381,21.500,86.143,34.905,17.507,0.617,0.617,None
(ID56105 : ID64987),33,56105,64987,1.294,21.500,80.767,41.713,16.320,1.137,1.137,None
(ID64987 : ID62086),33,64987,62086,1.757,22.500,80.667,42.775,15.717,1.326,1.326,None
(ID65111 : ID62083),33,65111,62083,1.865,22.500,85.895,35.681,16.994,1.366,1.366,None
(ID62086 : ID70625),33,62086,70625,1.140,23.500,80.667,43.845,15.668,1.068,1.068,None
(ID62083 : ID70763),33,62083,70763,2.772,23.500,85.691,36.889,16.952,1.665,1.665,None
(ID70763 : ID67819),33,70763,67819,4.095,24.500,84.912,38.184,16.995,2.024,2.024,None
(ID70625 : ID67821),33,70625,67821,2.941,24.500,80.282,45.083,15.872,1.715,1.715,None
(ID67819 : ID76247),33,67819,76247,0.817,25.500,83.921,39.100,16.466,0.904,0.904,None
(ID67821 : ID76252),33,67821,76252,1.683,25.500,79.640,46.429,15.700,1.297,1.297,None
(ID76252 : ID73532),33,76252,73532,1.694,26.500,79.665,47.572,15.751,1.302,1.302,None
(ID76247 : ID73523),33,76247,73523,1.230,26.500,83.909,39.937,16.432,1.109,1.109,None
(ID73532 : ID81557),33,73532,81557,0.890,27.500,79.768,48.381,15.571,0.944,0.944,None
(ID73523 : ID81554),33,73523,81554,0.976,27.500,83.938,40.779,16.275,0.988,0.988,None
(ID81554 : ID78863),33,81554,78863,1.006,28.500,83.258,41.155,15.855,1.003,1.003,None
(ID81557 : ID78727),33,81557,78727,1.507,28.500,79.026,48.678,14.986,1.228,1.228,None
(ID78863 : ID84088),33,78863,84088,2.051,29.500,83.407,41.143,15.384,1.432,1.432,None
(ID78727 : ID83961),33,78727,83961,2.044,29.500,79.074,48.527,14.463,1.430,1.430,None
(ID19901 : ID5742),34,19901,5742,0.548,0.500,111.688,45.433,19.957,0.740,0.740,None
(ID5742 : ID13904),34,5742,13904,1.052,1.500,110.858,45.576,20.041,1.026,1.026,None
(ID13904 : ID17316),34,13904,17316,1.273,2.500,110.871,45.566,20.206,1.128,1.128,None
(ID17316 : ID11934),34,17316,11934,0.193,3.500,111.539,45.650,20.547,0.439,0.439,None
(ID11934 : ID1640),34,11934,1640,1.000,4.500,112.159,45.877,20.595,1.000,1.000,None
(ID1640 : ID10370),34,1640,10370,0.783,5.500,112.411,45.709,20.272,0.885,0.885,None
(ID10370 : ID5764),34,10370,5764,1.923,6.500,111.492,45.408,20.047,1.387,1.387,None
(ID5764 : ID41543),34,5764,41543,0.897,7.500,111.079,45.029,20.139,0.947,0.947,None
(ID41543 : ID22710),34,41543,22710,3.138,8.500,110.865,44.933,20.897,1.771,1.771,None
(ID22710 : ID39104),34,22710,39104,0.486,9.500,110.113,45.378,21.413,0.697,0.697,None
(ID39104 : ID25228),34,39104,25228,1.170,10.500,109.617,45.341,20.807,1.082,1.082,None
(ID25228 : ID32936),34,25228,32936,0.819,11.500,109.693,45.327,20.632,0.905,0.905,None
(ID32936 : ID36397),34,32936,36397,0.115,12.500,110.043,45.440,21.045,0.338,0.338,None
(ID36397 : ID28152),34,36397,28152,0.130,13.500,109.994,45.496,21.102,0.360,0.360,None
(ID28152 : ID32497),34,28152,32497,6.037,14.500,111.099,45.381,21.200,2.457,2.457,None
(ID32497 : ID47420),34,32497,47420,16.519,15.500,110.284,45.176,21.049,4.064,4.064,None
(ID32497 : ID47561),34,32497,47561,7.052,15.500,113.565,45.304,21.710,2.656,2.656,None
(ID47561 : ID44486),34,47561,44486,2.587,16.500,115.605,45.640,22.225,1.608,1.608,None
(ID47420 : ID44336),34,47420,44336,1.346,16.500,107.813,45.271,20.371,1.160,1.160,None
(ID44486 : ID50555),34,44486,50555,1.424,17.500,115.808,45.609,22.353,1.193,1.193,None
(ID44336 : ID50412),34,44336,50412,3.143,17.500,106.498,45.091,20.155,1.773,1.773,None
(ID50555 : ID53594),34,50555,53594,0.517,18.500,115.498,45.253,22.081,0.719,0.719,None
(ID50412 : ID53453),34,50412,53453,3.041,18.500,106.482,44.605,20.365,1.744,1.744,None
(ID53453 : ID59449),34,53453,59449,2.257,19.500,107.982,44.219,20.141,1.502,1.502,None
(ID53594 : ID59589),34,53594,59589,0.548,19.500,115.701,44.835,21.616,0.740,0.740,None
(ID59449 : ID56358),34,59449,56358,0.648,20.500,108.724,44.221,19.457,0.805,0.805,None
(ID59589 : ID56359),34,59589,56359,1.639,20.500,115.219,44.778,20.937,1.280,1.280,None
(ID56359 : ID65268),34,56359,65268,1.113,21.500,114.438,45.382,20.530,1.055,1.055,None
(ID56358 : ID65115),34,56358,65115,0.493,21.500,108.726,44.616,18.859,0.702,0.702,None
(ID65115 : ID62205),34,65115,62205,1.178,22.500,108.657,45.404,18.511,1.085,1.085,None
(ID65268 : ID62365),34,65268,62365,1.870,22.500,113.869,46.359,20.255,1.367,1.367,None
(ID62205 : ID70776),34,62205,70776,1.273,23.500,108.660,46.476,18.542,1.128,1.128,None
(ID62365 : ID70910),34,62365,70910,2.550,23.500,113.619,47.712,20.160,1.597,1.597,None
(ID70776 : ID68084),34,70776,68084,1.991,24.500,108.046,47.353,18.780,1.411,1.411,None
(ID70910 : ID68085),34,70910,68085,1.971,24.500,112.916,48.660,20.281,1.404,1.404,None
(ID68084 : ID76388),34,68084,76388,1.010,25.500,106.994,47.760,18.625,1.005,1.005,None
(ID68085 : ID76495),34,68085,76495,0.385,25.500,111.947,48.854,20.108,0.620,0.620,None
(ID76495 : ID73887),34,76495,73887,1.969,26.500,111.919,49.383,20.413,1.403,1.403,None
(ID76388 : ID73664),34,76388,73664,1.150,26.500,106.768,48.296,18.554,1.072,1.072,None
(ID73664 : ID81680),34,73664,81680,1.065,27.500,106.606,49.033,18.492,1.032,1.032,None
(ID73887 : ID81788),34,73887,81788,0.388,27.500,112.050,50.013,20.566,0.623,0.623,None
(ID81788 : ID79116),34,81788,79116,0.517,28.500,112.184,50.255,20.103,0.719,0.719,None
(ID81680 : ID78980),34,81680,78980,0.099,28.500,106.319,49.271,18.135,0.314,0.314,None
(ID78980 : ID84205),34,78980,84205,0.568,29.500,106.280,49.197,17.654,0.753,0.753,None
(ID79116 : ID84339),34,79116,84339,0.545,29.500,112.189,50.221,19.684,0.738,0.738,None
(ID19789 : ID5504),35,19789,5504,0.798,0.500,102.866,45.182,18.311,0.893,0.893,None
(ID5504 : ID13802),35,5504,13802,0.361,1.500,102.210,45.412,18.471,0.601,0.601,None
(ID13802 : ID17317),35,13802,17317,0.651,2.500,102.311,45.671,18.725,0.807,0.807,None
(ID17317 : ID11936),35,17317,11936,0.469,3.500,102.655,45.974,19.194,0.685,0.685,None
(ID11936 : ID1639),35,11936,1639,1.786,4.500,103.299,46.157,19.229,1.336,1.336,None
(ID1639 : ID10372),35,1639,10372,0.429,5.500,103.662,45.972,19.149,0.655,0.655,None
(ID10372 : ID5761),35,10372,5761,1.667,6.500,102.774,45.661,19.328,1.291,1.291,None
(ID5761 : ID41451),35,5761,41451,1.225,7.500,102.442,45.106,19.090,1.107,1.107,None
(ID41451 : ID22580),35,41451,22580,0.695,8.500,102.723,44.821,19.211,0.834,0.834,None
(ID22580 : ID38985),35,22580,38985,0.916,9.500,102.267,45.071,19.605,0.957,0.957,None
(ID38985 : ID25229),35,38985,25229,1.473,10.500,101.311,45.320,19.267,1.214,1.214,None
(ID25229 : ID32695),35,25229,32695,0.093,11.500,100.956,45.431,18.970,0.305,0.305,None
(ID32695 : ID36289),35,32695,36289,0.188,12.500,101.085,45.240,18.947,0.434,0.434,None
(ID36289 : ID28036),35,36289,28036,0.387,13.500,100.839,45.218,18.995,0.622,0.622,None
(ID28036 : ID32249),35,28036,32249,3.613,14.500,101.557,45.353,19.182,1.901,1.901,None
(ID32249 : ID47421),35,32249,47421,3.322,15.500,102.306,46.189,19.235,1.823,1.823,None
(ID32249 : ID47419),35,32249,47419,7.036,15.500,102.041,44.056,19.271,2.653,2.653,None
(ID47421 : ID44337),35,47421,44337,2.360,16.500,102.416,47.783,19.204,1.536,1.536,None
(ID47419 : ID44332),35,47419,44332,4.238,16.500,101.575,41.791,19.401,2.059,2.059,None
(ID44332 : ID50409),35,44332,50409,1.840,17.500,101.072,40.330,19.667,1.356,1.356,None
(ID44337 : ID50413),35,44337,50413,1.168,17.500,102.320,48.684,19.514,1.081,1.081,None
(ID50409 : ID53450),35,50409,53450,1.619,18.500,100.983,39.577,19.430,1.272,1.272,None
(ID50413 : ID53455),35,50413,53455,3.080,18.500,102.457,48.370,19.350,1.755,1.755,None
(ID53455 : ID59345),35,53455,59345,2.074,19.500,103.606,47.645,18.565,1.440,1.440,None
(ID53450 : ID59448),35,53450,59448,2.364,19.500,102.128,39.056,19.118,1.538,1.538,None
(ID59448 : ID56234),35,59448,56234,0.452,20.500,102.793,38.811,18.854,0.672,0.672,None
(ID59345 : ID56240),35,59345,56240,1.291,20.500,104.271,47.496,17.689,1.136,1.136,None
(ID56240 : ID65119),35,56240,65119,0.294,21.500,104.251,47.822,17.149,0.542,0.542,None
(ID56234 : ID65113),35,56234,65113,0.228,21.500,102.741,38.967,18.391,0.477,0.477,None
(ID65113 : ID62202),35,65113,62202,1.044,22.500,102.685,39.644,18.106,1.022,1.022,None
(ID65119 : ID62208),35,65119,62208,0.593,22.500,104.146,48.466,17.168,0.770,0.770,None
(ID62202 : ID70770),35,62202,70770,2.239,23.500,102.637,40.863,18.087,1.496,1.496,None
(ID62208 : ID70779),35,62208,70779,1.091,23.500,104.116,49.372,17.178,1.045,1.045,None
(ID70779 : ID67961),35,70779,67961,2.929,24.500,103.537,50.510,17.309,1.711,1.711,None
(ID70770 : ID67955),35,70770,67955,3.006,24.500,102.019,42.162,18.089,1.734,1.734,None
(ID67961 : ID76390),35,67961,76390,0.811,25.500,102.828,51.503,17.215,0.900,0.900,None
(ID67955 : ID76384),35,67955,76384,0.818,25.500,101.058,43.011,17.805,0.904,0.904,None
(ID76390 : ID73666),35,76390,73666,2.675,26.500,102.880,52.655,17.189,1.636,1.636,None
(ID76384 : ID73662),35,76384,73662,1.779,26.500,101.243,43.721,17.776,1.334,1.334,None
(ID73662 : ID81678),35,73662,81678,0.570,27.500,101.528,44.363,17.680,0.755,0.755,None
(ID73666 : ID81564),35,73666,81564,0.702,27.500,102.875,53.618,17.047,0.838,0.838,None
(ID81564 : ID78871),35,81564,78871,1.168,28.500,102.214,53.731,16.477,1.081,1.081,None
(ID81678 : ID78977),35,81678,78977,0.111,28.500,101.186,44.482,17.421,0.334,0.334,None
(ID78977 : ID84092),35,78977,84092,0.673,29.500,101.129,44.281,16.995,0.821,0.821,None
(ID78871 : ID84095),35,78871,84095,0.805,29.500,101.963,53.426,15.920,0.897,0.897,None
(ID19380 : ID4705),36,19380,4705,0.585,0.500,81.204,73.559,12.551,0.765,0.765,None
(ID4705 : ID13550),36,4705,13550,0.462,1.500,80.628,73.672,12.846,0.680,0.680,None
(ID13550 : ID16970),36,13550,16970,0.399,2.500,80.643,73.838,13.333,0.632,0.632,None
(ID16970 : ID11210),36,16970,11210,0.572,3.500,81.120,74.115,13.733,0.756,0.756,None
(ID11210 : ID1278),36,11210,1278,0.972,4.500,81.700,74.312,13.528,0.986,0.986,None
(ID1278 : ID9351),36,1278,9351,0.148,5.500,81.962,74.207,12.992,0.385,0.385,None
(ID9351 : ID4708),36,9351,4708,1.555,6.500,81.307,73.962,12.773,1.247,1.247,None
(ID4708 : ID41027),36,4708,41027,1.269,7.500,81.221,73.613,12.792,1.126,1.126,None
(ID41027 : ID22202),36,41027,22202,0.358,8.500,81.477,73.480,13.000,0.599,0.599,None
(ID22202 : ID38628),36,22202,38628,1.170,9.500,80.821,73.656,13.481,1.082,1.082,None
(ID38628 : ID24903),36,38628,24903,1.149,10.500,79.919,73.880,13.718,1.072,1.072,None
(ID24903 : ID31987),36,24903,31987,0.120,11.500,79.493,74.125,13.513,0.346,0.346,None
(ID31987 : ID35908),36,31987,35908,0.936,12.500,79.918,74.339,13.757,0.968,0.968,None
(ID35908 : ID27670),36,35908,27670,0.517,13.500,79.987,74.498,13.864,0.719,0.719,None
(ID27670 : ID31534),36,27670,31534,2.031,14.500,80.424,74.518,13.609,1.425,1.425,None
(ID31534 : ID47016),36,31534,47016,0.279,15.500,81.395,74.510,13.588,0.528,0.528,None
(ID47016 : ID43924),36,47016,43924,17.375,16.500,79.749,75.322,13.256,4.168,4.168,None
(ID47016 : ID43923),36,47016,43923,13.150,16.500,83.279,73.744,13.616,3.626,3.626,None
(ID43924 : ID50007),36,43924,50007,5.048,17.500,76.738,75.892,12.890,2.247,2.247,None
(ID43923 : ID50182),36,43923,50182,10.790,17.500,86.278,72.378,14.335,3.285,3.285,None
(ID50182 : ID53038),36,50182,53038,1.443,18.500,88.145,71.704,14.712,1.201,1.201,None
(ID50007 : ID53041),36,50007,53041,1.765,18.500,76.268,75.615,13.044,1.328,1.328,None
(ID53038 : ID59040),36,53038,59040,0.509,19.500,88.660,71.700,14.049,0.714,0.714,None
(ID53041 : ID59046),36,53041,59046,0.971,19.500,77.378,75.668,13.227,0.985,0.985,None
(ID59040 : ID55788),36,59040,55788,2.114,20.500,88.616,72.257,13.140,1.454,1.454,None
(ID59046 : ID55791),36,59046,55791,2.683,20.500,78.080,76.281,12.610,1.638,1.638,None
(ID59040 : ID55789),36,59040,55789,20.535,20.500,86.748,72.783,13.045,4.532,4.532,None
(ID55789 : ID64669),36,55789,64669,2.271,21.500,84.527,74.452,12.362,1.507,1.507,None
(ID55788 : ID64666),36,55788,64666,0.863,21.500,88.498,73.154,12.663,0.929,0.929,None
(ID55791 : ID64673),36,55791,64673,2.399,21.500,78.420,77.526,11.927,1.549,1.549,None
(ID64673 : ID61799),36,64673,61799,1.574,22.500,78.713,78.870,11.711,1.254,1.254,None
(ID64666 : ID61793),36,64666,61793,2.152,22.500,88.588,74.270,12.478,1.467,1.467,None
(ID64669 : ID61796),36,64669,61796,2.062,22.500,84.095,75.837,12.197,1.436,1.436,None
(ID61793 : ID70318),36,61793,70318,2.449,23.500,88.983,75.632,12.446,1.565,1.565,None
(ID61796 : ID70320),36,61796,70320,0.908,23.500,84.228,76.833,12.280,0.953,0.953,None
(ID61799 : ID70322),36,61799,70322,1.231,23.500,79.194,79.898,11.687,1.110,1.110,None
(ID70322 : ID67519),36,70322,67519,1.234,24.500,79.048,80.666,11.895,1.111,1.111,None
(ID70320 : ID67516),36,70320,67516,2.576,24.500,83.883,77.641,12.429,1.605,1.605,None
(ID70318 : ID67513),36,70318,67513,2.701,24.500,88.781,77.001,12.561,1.643,1.643,None
(ID67519 : ID75972),36,67519,75972,1.056,25.500,78.488,81.479,11.878,1.028,1.028,None
(ID67513 : ID75968),36,67513,75968,0.798,25.500,88.013,77.975,12.329,0.893,0.893,None
(ID67516 : ID75967),36,67516,75967,0.434,25.500,83.075,78.389,12.238,0.659,0.659,None
(ID75972 : ID73203),36,75972,73203,0.580,26.500,78.350,82.335,11.898,0.762,0.762,None
(ID75967 : ID73200),36,75967,73200,0.330,26.500,82.793,78.887,12.237,0.574,0.574,None
(ID75968 : ID73201),36,75968,73201,1.732,26.500,88.019,78.813,12.442,1.316,1.316,None
(ID73201 : ID81248),36,73201,81248,1.184,27.500,87.917,79.631,12.458,1.088,1.088,None
(ID73203 : ID81250),36,73203,81250,0.757,27.500,78.015,82.906,11.788,0.870,0.870,None
(ID73200 : ID81247),36,73200,81247,0.336,27.500,82.475,79.314,12.288,0.579,0.579,None
(ID81247 : ID78573),36,81247,78573,0.235,28.500,82.137,79.442,12.025,0.485,0.485,None
(ID81248 : ID78576),36,81248,78576,0.225,28.500,87.396,79.915,12.046,0.474,0.474,None
(ID81250 : ID78578),36,81250,78578,0.367,28.500,77.596,83.288,11.341,0.606,0.606,None
(ID78576 : ID83833),36,78576,83833,1.306,29.500,87.689,79.640,11.525,1.143,1.143,None
(ID78578 : ID83632),36,78578,83632,0.885,29.500,77.628,83.221,10.738,0.941,0.941,None
(ID78573 : ID83831),36,78573,83831,0.893,29.500,82.382,79.282,11.535,0.945,0.945,None
(ID19385 : ID4720),37,19385,4720,0.817,0.500,83.887,81.283,12.102,0.904,0.904,None
(ID4720 : ID13378),37,4720,13378,0.447,1.500,83.135,81.382,12.166,0.669,0.669,None
(ID13378 : ID16808),37,13378,16808,0.340,2.500,83.016,81.391,12.306,0.583,0.583,None
(ID16808 : ID11229),37,16808,11229,1.162,3.500,83.605,81.665,12.772,1.078,1.078,None
(ID11229 : ID1097),37,11229,1097,0.935,4.500,84.411,81.859,12.817,0.967,0.967,None
(ID1097 : ID9357),37,1097,9357,0.626,5.500,84.522,81.707,12.367,0.791,0.791,None
(ID9357 : ID4716),37,9357,4716,2.041,6.500,83.498,81.582,12.105,1.429,1.429,None
